action,emergency_budget_type,emergency_budget_pct,emergency_cap,paths_used_in_lp,path_library_k,cycle,selected_od_count,active_od_count,PR,MLU,DB,decision_ms,exceeds_literal_K50_condition,all_od_lp_used,selected_od_lp_used,nonselected_policy,gnn_lpd_used,dqn_used_at_inference,rf_used_at_inference
EMERGENCY,percentage,60,2000,3,8,186,945,1574,0.9790202016859126,16.344507033902403,0.008240992954818121,197.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,187,940,1566,0.9735990756300019,16.87110360045848,0.009621395490358708,210.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,188,948,1580,0.9752959617667125,15.825075391695098,0.008414277713755462,329.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,189,938,1563,0.995324066433199,15.980361358882055,0.01917066171494471,186.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,190,942,1569,0.9962040729839142,15.0337813884953,0.004864689818189546,197.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,191,948,1579,0.9970118601915562,15.633870714671982,0.0031083043254182302,189.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,192,939,1564,0.9958807843880433,16.54697796605998,0.008640474326108191,241.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,193,957,1594,0.9962103683371334,16.43161601412496,0.004584895101564471,184.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,194,939,1564,0.996698898777202,15.327224170723431,0.002842330595501392,178.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,195,942,1569,0.9964076579596621,15.747560749376808,0.0026937903990577154,183.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,196,944,1572,0.9968418566521633,15.197434269124226,0.003400499240256328,240.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,197,946,1576,0.9965111055076015,16.24365514802181,0.004012932414168222,182.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,198,938,1562,0.9963532691096624,15.635027259686188,0.003780383791354785,191.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,199,926,1543,0.9970253734815874,16.193204910969328,0.0016345559557232412,426.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,200,921,1534,0.9969764068093927,16.337028436736617,0.003845393903188684,199.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,201,916,1526,0.9973365583650851,16.615175305827663,0.004375063151317339,189.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,202,926,1543,0.9972752108080912,16.08953524130292,0.004743850894037399,193.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,203,911,1518,0.99519097836227,15.673728572990758,0.0045616668481132565,322.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,204,918,1530,0.9963960091016861,15.385951414065676,0.0045266828160099165,186.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,205,913,1521,0.997196503066186,15.576686900757712,0.002015761022752555,190.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,206,929,1547,0.9976624958270583,15.038370868985075,0.0028472240534190593,186.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,207,917,1527,0.9974699566372487,15.01337432978527,0.004129795791425103,244.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,208,910,1516,0.9989122676077279,14.696000527230279,0.004077665802972523,176.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,209,911,1517,0.9966788920326622,14.843098362612503,0.0025588864186561577,181.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,210,908,1513,0.99781161868739,14.218569383546278,0.003911778858605811,177.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,211,908,1512,0.9968213622979446,15.069495998344696,0.003047010720802358,232.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,212,899,1497,0.9892012060105555,13.809695767333897,0.05089216873897737,181.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,213,891,1484,0.995274437019939,13.799195319358997,0.007252922239073436,178.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,214,897,1494,0.9948795871886769,14.912576801769367,0.00901403010711313,180.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,215,893,1487,0.9970696066075193,15.323247719053464,0.0064814821317039075,242.1,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2000,3,8,216,884,1473,0.9974989531886809,14.079731098193681,0.009484859957720398,173.0,True,0,1,ECMP,1,1,0
