action,emergency_budget_type,emergency_budget_pct,emergency_cap,paths_used_in_lp,path_library_k,cycle,selected_od_count,active_od_count,PR,MLU,DB,decision_ms,exceeds_literal_K50_condition,all_od_lp_used,selected_od_lp_used,nonselected_policy,gnn_lpd_used,dqn_used_at_inference,rf_used_at_inference
EMERGENCY,percentage,60,2400,3,8,381,1412,2352,1.0,0.5827236576628597,8.859688976171491e-05,408.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,382,1412,2352,1.0,0.6001241002703662,0.00045768872497218215,510.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,383,1412,2352,1.0,0.619066126570472,0.00019619930244703344,336.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,384,1412,2352,1.0,0.6232441696185231,0.0010653198403855339,299.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,385,1412,2352,1.0,0.6414741984224354,0.0004242029080896652,472.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,386,1412,2352,1.0,0.6609021640840441,0.00041068432545756864,369.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,387,1412,2352,1.0,0.6634231220799238,0.00016737015153029368,426.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,388,1412,2352,1.0,0.6771822480188942,0.0005689605515543321,313.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,389,1412,2352,1.0,0.6867764148021146,0.00013967320873252426,417.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,390,1412,2352,1.0,0.6868605910609238,0.00033015134686540065,315.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,391,1412,2352,1.0,0.697691279272099,0.00042708546195501407,328.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,392,1412,2352,1.0,0.6915207744605425,0.0003077016943917861,408.1,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,393,1412,2352,1.0,0.685880766844361,0.0008417543078120665,330.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,394,1412,2352,1.0,0.6959156683937144,0.0003756257060697834,486.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,395,1412,2352,1.0,0.6777892054870511,0.0012842673996891895,389.1,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,396,1412,2352,1.0,0.6955034982132089,0.00027469472276099447,473.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,397,1412,2352,1.0,0.6774592179194686,0.0005431226801812683,685.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,398,1412,2352,1.0,0.6788353771893428,9.43339550412267e-05,412.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,60,2400,3,8,399,1412,2352,0.9999999999999997,0.6746658701794948,0.0007652662578115466,461.5,True,0,1,ECMP,1,1,0
