action,emergency_budget_type,emergency_budget_pct,emergency_cap,paths_used_in_lp,path_library_k,cycle,selected_od_count,active_od_count,PR,MLU,DB,decision_ms,exceeds_literal_K50_condition,all_od_lp_used,selected_od_lp_used,nonselected_policy,gnn_lpd_used,dqn_used_at_inference,rf_used_at_inference
EMERGENCY,percentage,75,1400,3,8,305,1400,1892,1.0,0.7733042270332049,0.0005904392579302365,366.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,306,1400,1892,1.0,0.7759380305407639,0.00022446604732729572,230.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,307,1400,1892,1.0,0.7669967502652596,0.00015225115080009816,290.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,308,1400,1892,1.0,0.7851692312443146,0.0001911606100560459,228.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,309,1400,1892,0.9999999999999999,0.7928786997041242,0.00011241887047008481,291.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,310,1400,1892,1.0,0.7942781134256519,0.00042296176669489753,234.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,311,1400,1892,1.0,0.7687334384373334,0.00045615861068843506,229.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,312,1400,1892,1.0,0.8013050723857702,0.00036542832990176823,287.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,313,1400,1892,0.993746138535023,0.8005414582333524,0.0007591484581808706,234.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,314,1400,1892,1.0,0.8033608969739527,0.0009557129310830713,281.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,315,1400,1892,0.9999999999999997,0.794595371878428,0.00032591135923704405,229.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,316,1400,1892,0.9961043911834105,0.8011591591222728,0.0009158150497648794,283.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,317,1400,1892,0.9999999999999996,0.7853434654983676,0.0005893634945763422,232.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,318,1400,1892,0.9999999999999999,0.7990592242988149,0.0004252517416475338,281.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,319,1400,1892,1.0,0.8083829536055643,0.00032688139006664,232.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,320,1400,1892,1.0,0.7846915614944081,0.0001944457851687817,231.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,321,1400,1892,0.9999999999999999,0.7938688306738834,5.178056751922306e-05,283.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,322,1400,1892,0.9959366742678618,0.7857536631918776,0.000667365594438574,229.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,323,1400,1892,1.0,0.7917598254976549,0.00042154519684106537,283.1,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,324,1400,1892,1.0,0.7749998769162818,3.9451169430219094e-05,229.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,325,1400,1892,1.0,0.7802307397072432,0.00012601056086404804,281.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,326,1400,1892,1.0,0.7700387465365769,0.0006850482008457724,229.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,327,1400,1892,1.0,0.779080821231891,0.00044362883951948193,317.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,328,1400,1892,1.0,0.7640730970248413,0.0004132966291141408,240.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,329,1400,1892,1.0,0.7629908301039929,0.0003968468556720609,231.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,330,1400,1892,1.0,0.7696754040816396,0.0007618046551554824,325.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,331,1400,1892,1.0,0.7660474622378471,0.00017385307782272905,250.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,332,1400,1892,0.9999999999999999,0.7795390635170082,0.0007286499040209251,288.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,333,1400,1892,1.0,0.7835080859547445,0.0003454279876603898,231.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,334,1400,1892,1.0,0.7638089226442635,0.0004535598078709913,286.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,335,1400,1892,0.9999999999999997,0.7578273757971818,0.00010028202369023085,243.1,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,336,1400,1892,0.9999999999999999,0.753697414252404,0.00012371494369362574,238.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,337,1400,1892,0.9999999999999999,0.7492725355366332,0.0008317425833941716,381.9,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,338,1400,1892,1.0,0.7475691373185921,0.0005703087515754702,237.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,339,1400,1892,1.0,0.7343131474275411,0.0003820878162548092,280.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,340,1400,1892,1.0,0.7116227145806949,0.0007467682450002515,233.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,341,1400,1892,0.9999999999999993,0.7124460252092968,0.00032344547384849983,286.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,342,1400,1892,0.9999999999999999,0.6848728143311605,0.00032959903761169146,232.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,343,1400,1892,1.0,0.672243061995463,0.0005109446674415827,283.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,344,1400,1892,1.0,0.6682699609618445,0.00043655087580764484,231.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,345,1400,1892,0.9999999999999997,0.6508002576323542,0.0006162243996834616,240.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,346,1400,1892,1.0,0.6440265851036335,0.00019659464807190145,447.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,347,1400,1892,1.0,0.6326189450971179,0.0005554406124453787,233.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,348,1400,1892,0.9964622010626992,0.6134850008480008,0.0012763401363463933,292.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,349,1400,1892,0.9999999999999998,0.582443173530883,0.0007249838323627847,228.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,350,1400,1892,0.9968279184311233,0.5728737718602661,0.00034322130181342516,285.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,351,1400,1892,1.0,0.5548312200875585,0.0007956716263673414,228.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,352,1400,1892,0.9968038329743717,0.5488875619431406,0.000524466636424053,289.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,353,1400,1892,0.9968339313188849,0.5411612781789937,0.0003798468529497959,227.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,354,1400,1892,0.9963612648307317,0.5467772687611488,0.0006146748077160823,227.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,355,1400,1892,0.996991878487402,0.5473534498502763,0.0004025456738869881,290.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,356,1400,1892,0.9964134553079538,0.5239884917861161,0.0002562563214207678,241.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,357,1400,1892,0.9968394811447165,0.5347748291887134,0.00024857421877498386,426.6,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,358,1400,1892,0.9967922988640654,0.5148088792481661,0.00030864583097370784,250.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,359,1400,1892,0.9964563579386504,0.524059935238136,0.0003373328031150744,442.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,360,1400,1892,0.9964539765985662,0.522892615062348,0.0001332687546716834,233.4,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,361,1400,1892,0.9962318537384847,0.521785157505337,0.0005183287437890006,233.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,362,1400,1892,0.9962415768980598,0.5144556598276073,0.00025273213436851846,289.5,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,363,1400,1892,0.9999999999999998,0.5201513585209151,0.000881473236439923,239.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,364,1400,1892,0.9965656275421714,0.5183739209841288,0.0007082488926215058,421.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,365,1400,1892,0.9963837014999924,0.5096128628628314,0.00024308964687552124,233.1,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,366,1400,1892,0.9961580288409768,0.5144043541756443,0.0004502665202864021,314.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,367,1400,1892,0.9961949507956193,0.5242333775992489,0.0001802654318550138,236.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,368,1400,1892,0.9960549401698522,0.5159705558289491,0.0007202884051383567,303.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,369,1400,1892,0.996094677422577,0.5239067922787989,0.0006123825184741496,252.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,370,1400,1892,0.9962991881331998,0.5300109278746595,0.0004843831332197285,230.7,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,371,1400,1892,0.9963682007815469,0.5331306962418297,0.0005404996985975848,389.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,372,1400,1892,0.9959968163877279,0.538773797537867,0.0009883632562826478,241.3,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,373,1400,1892,0.9999999999999996,0.5385288873286621,0.0005470008766471824,313.8,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,374,1400,1892,0.9999999999999998,0.5456428252307557,0.0007400059668917913,232.0,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,375,1400,1892,1.0,0.5446599632220472,0.000172075586683621,286.2,True,0,1,ECMP,1,1,0
EMERGENCY,percentage,75,1400,3,8,376,1400,1892,0.9999999999999996,0.5598105541217928,0.0002476904914648218,236.1,True,0,1,ECMP,1,1,0
